,is_well_nested,ms,ee,perm,i
266,True,0.47769855203390066,2.1354050855993796,"(2, 1, 0, 4, 3, 5)",0
242,True,0.4779150164223546,2.135461856398119,"(2, 0, 1, 4, 3, 5)",1
2,True,0.46906284807782705,2.135672188493282,"(0, 1, 2, 4, 3, 5)",2
268,True,0.4689680445937659,2.1356763556890943,"(2, 1, 0, 5, 3, 4)",3
264,True,0.4785994722806536,2.1356864440065424,"(2, 1, 0, 3, 4, 5)",4
122,True,0.46920095517216354,2.1357225752684625,"(1, 0, 2, 4, 3, 5)",5
244,True,0.46914980443091964,2.1357331264878328,"(2, 0, 1, 5, 3, 4)",6
240,True,0.47895047236025,2.1357432148052817,"(2, 0, 1, 3, 4, 5)",7
269,True,0.46965264062288237,2.1359365039368825,"(2, 1, 0, 5, 4, 3)",8
4,True,0.46033123017820554,2.1359434585829966,"(0, 1, 2, 5, 3, 4)",9
0,True,0.4698226951920643,2.1359535469004443,"(0, 1, 2, 3, 4, 5)",10
245,True,0.4698571433520266,2.135993274735622,"(2, 0, 1, 5, 4, 3)",11
124,True,0.46037886303232234,2.1359938453581773,"(1, 0, 2, 5, 3, 4)",12
120,True,0.46985159555075195,2.1360039336756254,"(1, 0, 2, 3, 4, 5)",13
5,True,0.4609764862984182,2.1362036068307853,"(0, 1, 2, 5, 4, 3)",14
125,True,0.46110411104413423,2.136253993605966,"(1, 0, 2, 5, 4, 3)",15
18,False,0.4622640555413412,2.1410739918484674,"(0, 1, 5, 2, 3, 4)",16
138,False,0.4622350700311816,2.1411243786236485,"(1, 0, 5, 2, 3, 4)",17
19,False,0.4623370466560732,2.1413341400962564,"(0, 1, 5, 2, 4, 3)",18
139,False,0.46233817498841445,2.141384526871437,"(1, 0, 5, 2, 4, 3)",19
15,False,0.47333581403695,2.1431282166395524,"(0, 1, 4, 3, 5, 2)",20
353,False,0.4733358140369499,2.1431282166395524,"(2, 5, 3, 4, 1, 0)",21
352,False,0.4733919747873611,2.143178603414733,"(2, 5, 3, 4, 0, 1)",22
135,False,0.47339197478736145,2.143178603414734,"(1, 0, 4, 3, 5, 2)",23
329,False,0.4710552892059311,2.1432102276410685,"(2, 4, 3, 5, 1, 0)",24
21,False,0.47105528920593126,2.1432102276410685,"(0, 1, 5, 3, 4, 2)",25
14,False,0.4740167176438531,2.1432304678296394,"(0, 1, 4, 3, 2, 5)",26
328,False,0.47103183810129606,2.1432606144162496,"(2, 4, 3, 5, 0, 1)",27
141,False,0.47103183810129634,2.14326061441625,"(1, 0, 5, 3, 4, 2)",28
134,False,0.47403890661601467,2.1432808546048205,"(1, 0, 4, 3, 2, 5)",29
342,False,0.47405098979876736,2.143358066992975,"(2, 5, 1, 0, 3, 4)",30
359,False,0.47460158027354626,2.1434024469767565,"(2, 5, 4, 3, 1, 0)",31
9,False,0.4746015802735464,2.1434024469767565,"(0, 1, 3, 4, 5, 2)",32
336,False,0.47405899252272266,2.1434159408567304,"(2, 5, 0, 1, 3, 4)",33
358,False,0.47460069047774206,2.143452833751937,"(2, 5, 4, 3, 0, 1)",34
129,False,0.47460069047774217,2.1434528337519376,"(1, 0, 3, 4, 5, 2)",35
305,False,0.47209613185269894,2.14348884637849,"(2, 3, 4, 5, 1, 0)",36
23,False,0.4720961318526991,2.14348884637849,"(0, 1, 5, 4, 3, 2)",37
8,False,0.4741551524002066,2.1435046981668435,"(0, 1, 3, 4, 2, 5)",38
304,False,0.4720851816727457,2.143539233153671,"(2, 3, 4, 5, 0, 1)",39
143,False,0.47208518167274593,2.143539233153671,"(1, 0, 5, 4, 3, 2)",40
128,False,0.47412765921807304,2.143555084942025,"(1, 0, 3, 4, 2, 5)",41
343,False,0.47416820020700845,2.143618215240763,"(2, 5, 1, 0, 4, 3)",42
337,False,0.4741688942078609,2.1436760891045195,"(2, 5, 0, 1, 4, 3)",43
326,False,0.4810166413566756,2.1456980054644967,"(2, 4, 3, 1, 0, 5)",44
324,False,0.48100512680172797,2.1457509615308585,"(2, 4, 3, 0, 1, 5)",45
302,False,0.48108805019677864,2.1459766242019187,"(2, 3, 4, 1, 0, 5)",46
300,False,0.48113923962649313,2.14602958026828,"(2, 3, 4, 0, 1, 5)",47
267,False,0.5101338611360543,2.2205216652270376,"(2, 1, 0, 4, 5, 3)",48
265,False,0.5102082306764643,2.2205428753864114,"(2, 1, 0, 3, 5, 4)",49
243,False,0.510447422192471,2.220578436025777,"(2, 0, 1, 4, 5, 3)",50
241,False,0.5103540679332464,2.2205996461851507,"(2, 0, 1, 3, 5, 4)",51
3,False,0.49844149760855916,2.22078876812094,"(0, 1, 2, 4, 5, 3)",52
1,False,0.49839975686122706,2.2208099782803137,"(0, 1, 2, 3, 5, 4)",53
123,False,0.4984446513002918,2.2208391548961206,"(1, 0, 2, 4, 5, 3)",54
121,False,0.4984554940570229,2.2208603650554952,"(1, 0, 2, 3, 5, 4)",55
146,False,0.5102427892891932,2.221002528660793,"(1, 2, 0, 4, 3, 5)",56
26,False,0.5104246934845573,2.2210089126843506,"(0, 2, 1, 4, 3, 5)",57
148,False,0.4984634767094023,2.2212737987505076,"(1, 2, 0, 5, 3, 4)",58
28,False,0.49840640295733785,2.2212801827740654,"(0, 2, 1, 5, 3, 4)",59
144,False,0.5111122069678835,2.2212838870679557,"(1, 2, 0, 3, 4, 5)",60
24,False,0.5111113769466206,2.2212902710915134,"(0, 2, 1, 3, 4, 5)",61
149,False,0.49890194880351785,2.2215339469982966,"(1, 2, 0, 5, 4, 3)",62
29,False,0.49895503253337037,2.2215403310218544,"(0, 2, 1, 5, 4, 3)",63
12,False,0.5055567241367674,2.225377587247669,"(0, 1, 4, 2, 3, 5)",64
132,False,0.50558546665152,2.2254279740228498,"(1, 0, 4, 2, 3, 5)",65
6,False,0.5057703951109578,2.2259331759920356,"(0, 1, 3, 2, 4, 5)",66
126,False,0.5056808275064198,2.225983562767216,"(1, 0, 3, 2, 4, 5)",67
