,is_well_nested,ms,ee,perm,i
242,True,0.9880934014991195,3.0372433262032112,"(2, 0, 1, 4, 3, 5)",0
240,True,0.9919976272275052,3.0378235892423984,"(2, 0, 1, 3, 4, 5)",1
266,True,0.9899387080138706,3.0388952564082916,"(2, 1, 0, 4, 3, 5)",2
264,True,0.9901672306160975,3.0394755194474783,"(2, 1, 0, 3, 4, 5)",3
245,True,0.9924702904585374,3.041692464766962,"(2, 0, 1, 5, 4, 3)",4
244,True,0.9929926563900527,3.041853046803816,"(2, 0, 1, 5, 3, 4)",5
2,True,0.9941022255124229,3.0426941032768653,"(0, 1, 2, 4, 3, 5)",6
243,False,0.9964073873144484,3.0432602081915356,"(2, 0, 1, 4, 5, 3)",7
0,True,0.9922662145172463,3.043274366316052,"(0, 1, 2, 3, 4, 5)",8
122,True,0.9923765003879744,3.043297490222539,"(1, 0, 2, 4, 3, 5)",9
269,True,0.9942837555357342,3.0433443949720425,"(2, 1, 0, 5, 4, 3)",10
268,True,0.9930052537163578,3.0435049770088964,"(2, 1, 0, 5, 3, 4)",11
120,True,0.9920394021212869,3.0438777532617256,"(1, 0, 2, 3, 4, 5)",12
26,False,0.9949485888348779,3.043960230611018,"(0, 2, 1, 4, 3, 5)",13
241,False,0.9941469046912562,3.044001053267577,"(2, 0, 1, 3, 5, 4)",14
24,False,0.994647223978486,3.044540493650205,"(0, 2, 1, 3, 4, 5)",15
267,False,0.996739886877184,3.044912138396616,"(2, 1, 0, 4, 5, 3)",16
265,False,0.9960838802039826,3.0456529834726567,"(2, 1, 0, 3, 5, 4)",17
146,False,0.9932932554985504,3.0462155477617703,"(1, 2, 0, 4, 3, 5)",18
144,False,0.992394977967991,3.046795810800957,"(1, 2, 0, 3, 4, 5)",19
5,True,0.992654751997047,3.047143241840616,"(0, 1, 2, 5, 4, 3)",20
4,True,0.9932706835364074,3.04730382387747,"(0, 1, 2, 5, 3, 4)",21
125,True,0.995741341220742,3.0477466287862893,"(1, 0, 2, 5, 4, 3)",22
124,True,0.9919486620368032,3.0479072108231438,"(1, 0, 2, 5, 3, 4)",23
29,False,0.9951143710267796,3.048409369174769,"(0, 2, 1, 5, 4, 3)",24
28,False,0.9957141340425151,3.048569951211623,"(0, 2, 1, 5, 3, 4)",25
3,False,0.9939166644447907,3.0487109852651897,"(0, 1, 2, 4, 5, 3)",26
123,False,0.9975323315469021,3.049314372210863,"(1, 0, 2, 4, 5, 3)",27
