t,h_t,var_h_t,I_t,H_M_lower_bound,real,label,sample
21,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
22,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
23,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
24,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
25,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
26,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
27,1.0833988102032568,3.1597983837549433,-0.0,3.6714245749582615,real,German.Parsed.CSV,0
0,3.202444194494824,11.14808363245185,nan,0.0,scramble,German.Parsed.CSV,0
1,2.4553977836233822,8.414624408200188,0.7470464108714419,0.7470464108714419,scramble,German.Parsed.CSV,0
2,1.7596726687835527,5.625664016375784,0.6957251148398296,2.138496640551101,scramble,German.Parsed.CSV,0
3,1.2472978100577239,3.798744669211102,0.5123748587258288,3.6756212167285875,scramble,German.Parsed.CSV,0
4,1.1033524512466906,3.4265832759496995,0.14394535881103332,4.251402651972721,scramble,German.Parsed.CSV,0
5,1.0854020513076255,3.3928404396256395,0.01795039993906511,4.341154651668046,scramble,German.Parsed.CSV,0
6,1.0838632509955841,3.390336765468251,0.001538800312041344,4.350387453540295,scramble,German.Parsed.CSV,0
7,1.0835762097395094,3.3898738476015753,0.0002870412560747049,4.352396742332818,scramble,German.Parsed.CSV,0
8,1.0834833923104374,3.389730305653636,9.281742907196744e-05,4.353139281765394,scramble,German.Parsed.CSV,0
9,1.0834362233352506,3.3896688341719226,4.716897518686203e-05,4.353563802542076,scramble,German.Parsed.CSV,0
10,1.08343343645845,3.3896657227559195,2.786876800664473e-06,4.353591671310083,scramble,German.Parsed.CSV,0
11,1.0834006547981776,3.389626282985442,3.278166027231855e-05,4.353952269573078,scramble,German.Parsed.CSV,0
12,1.0833988133628478,3.3896249031803465,1.8414353297746544e-06,4.353974366797035,scramble,German.Parsed.CSV,0
13,1.0833988102032566,3.389624896407662,3.1595912552973004e-09,4.353974407871721,scramble,German.Parsed.CSV,0
14,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
15,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
16,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
17,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
18,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
19,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
20,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
21,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
22,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
23,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
24,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
25,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
26,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
27,1.0833988102032566,3.389624896407662,-0.0,4.353974407871721,scramble,German.Parsed.CSV,0
0,3.202444194494824,11.14808363245185,nan,0.0,manner,German.Parsed.CSV,0
1,2.320759464018092,7.864744745305283,0.8816847304767319,0.8816847304767319,manner,German.Parsed.CSV,0
2,1.7232651174860678,5.473915858583278,0.5974943465320244,2.0766734235407807,manner,German.Parsed.CSV,0
3,1.3135852088561764,4.02593368254088,0.40967990862989145,3.305713149430455,manner,German.Parsed.CSV,0
4,1.1423600723438945,3.559973302130173,0.17122513651228188,3.9906136954795826,manner,German.Parsed.CSV,0
5,1.1062426121417803,3.485610505698287,0.03611746020211415,4.171200996490153,manner,German.Parsed.CSV,0
6,1.1018929198490905,3.477591533574527,0.004349692292689777,4.197299150246292,manner,German.Parsed.CSV,0
7,1.1014279562799698,3.476807834376938,0.00046496356912073544,4.200553895230137,manner,German.Parsed.CSV,0
8,1.1012293356873055,3.476627394360527,0.00019862059266428922,4.202142859971452,manner,German.Parsed.CSV,0
9,1.1012232656848315,3.4766165174426735,6.070002473990144e-06,4.202197489993718,manner,German.Parsed.CSV,0
10,1.1012187648490355,3.4766129295248622,4.500835796061864e-06,4.202242498351678,manner,German.Parsed.CSV,0
11,1.1012180274858978,3.476612258341816,7.373631376594858e-07,4.202250609346192,manner,German.Parsed.CSV,0
12,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
13,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
14,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
15,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
16,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
17,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
18,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
19,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
20,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
21,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
22,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
23,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
24,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
25,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
26,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
27,1.1012180274858978,3.476612258341816,-0.0,4.202250609346192,manner,German.Parsed.CSV,0
0,3.202444194494824,11.14808363245185,nan,0.0,cv,German.Parsed.CSV,0
1,2.5184624261348496,8.474943958509279,0.6839817683599745,0.6839817683599745,cv,German.Parsed.CSV,0
2,1.8453737049477226,5.9790542964409825,0.673088721187127,2.0301592107342286,cv,German.Parsed.CSV,0
3,1.3600566320378407,4.2678840290485995,0.4853170729098819,3.4861104294638743,cv,German.Parsed.CSV,0
4,1.1617662392766899,3.738942343701053,0.1982903927611508,4.2792720005084774,cv,German.Parsed.CSV,0
5,1.1359200933373996,3.687925673490618,0.025846145939290244,4.408502730204929,cv,German.Parsed.CSV,0
6,1.1343220937381426,3.685259545668052,0.001597999599256994,4.418090727800471,cv,German.Parsed.CSV,0
7,1.134280718215414,3.6851749994172796,4.1375522728648306e-05,4.418380356459571,cv,German.Parsed.CSV,0
8,1.134278152873294,3.68517208601041,2.565342120064429e-06,4.418400879196532,cv,German.Parsed.CSV,0
9,1.1342775104702216,3.6851713675489846,6.424030722929075e-07,4.418406660824182,cv,German.Parsed.CSV,0
10,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
11,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
12,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
13,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
14,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
15,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
16,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
17,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
18,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
19,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
20,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
21,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
22,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
23,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
24,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
25,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
26,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
27,1.1342775104702216,3.6851713675489846,-0.0,4.418406660824182,cv,German.Parsed.CSV,0
0,3.2024441944948245,11.14808363245185,nan,0.0,scramble,German.Parsed.CSV,1
1,2.544104728198981,8.723164590785021,0.6583394662958435,0.6583394662958435,scramble,German.Parsed.CSV,1
2,1.763170772389154,5.640449404148865,0.7809339558098269,2.2202073779154974,scramble,German.Parsed.CSV,1
3,1.2457273258395998,3.8030460639923334,0.5174434465495543,3.7725377175641603,scramble,German.Parsed.CSV,1
4,1.102476958160087,3.4386779155071583,0.1432503676795127,4.345539188282212,scramble,German.Parsed.CSV,1
5,1.086303809322207,3.405984898004539,0.016173148837880014,4.426404932471612,scramble,German.Parsed.CSV,1
6,1.0839243234898883,3.40210355285021,0.0023794858323187285,4.440681847465524,scramble,German.Parsed.CSV,1
7,1.083553332375435,3.401579860186534,0.0003709911144533784,4.443278785266697,scramble,German.Parsed.CSV,1
8,1.083454784883733,3.4014314210340433,9.85474917019058e-05,4.4440671652003125,scramble,German.Parsed.CSV,1
9,1.083409558359856,3.401349300719069,4.5226523877062164e-05,4.444474203915206,scramble,German.Parsed.CSV,1
10,1.083401340709264,3.401334433410214,8.217650592001746e-06,4.444556380421126,scramble,German.Parsed.CSV,1
11,1.0834001972972487,3.401332810985501,1.1434120152920002e-06,4.444568957953294,scramble,German.Parsed.CSV,1
12,1.0833988398028247,3.401331034100492,1.3574944239813647e-06,4.444585247886382,scramble,German.Parsed.CSV,1
13,1.0833988102032568,3.401330998673064,2.9599567907823143e-08,4.444585632680765,scramble,German.Parsed.CSV,1
14,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
15,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
16,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
17,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
18,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
19,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
20,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
21,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
22,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
23,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
24,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
25,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
26,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
27,1.0833988102032568,3.401330998673064,-0.0,4.444585632680765,scramble,German.Parsed.CSV,1
0,3.202444194494824,11.14808363245185,nan,0.0,manner,German.Parsed.CSV,1
1,2.309896627965656,7.804148189496759,0.892547566529168,0.892547566529168,manner,German.Parsed.CSV,1
2,1.7309206834513216,5.466080529206192,0.5789759445143345,2.050499455557837,manner,German.Parsed.CSV,1
3,1.3160854316118682,4.0100311623181595,0.41483525183945336,3.295005211076197,manner,German.Parsed.CSV,1
4,1.1417920407534297,3.53981846837866,0.17429339085843853,3.9921787745099513,manner,German.Parsed.CSV,1
5,1.1077269140544144,3.4673620087447454,0.03406512669901529,4.162504408005027,manner,German.Parsed.CSV,1
6,1.1032761745856476,3.4592493130834794,0.004450739468766729,4.189208844817628,manner,German.Parsed.CSV,1
7,1.1027519728667976,3.458414376020796,0.000524201718850037,4.192878256849578,manner,German.Parsed.CSV,1
8,1.1026778245991147,3.458296679381849,7.414826768292748e-05,4.193471442991042,manner,German.Parsed.CSV,1
9,1.1025770159132942,3.4582132003834243,0.00010080868582051927,4.194378721163426,manner,German.Parsed.CSV,1
10,1.1025762336662404,3.458212233380123,7.822470537988124e-07,4.194386543633964,manner,German.Parsed.CSV,1
11,1.1025762308710532,3.4582122284363512,2.795187192816684e-09,4.194386574381023,manner,German.Parsed.CSV,1
12,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
13,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
14,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
15,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
16,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
17,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
18,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
19,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
20,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
21,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
22,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
23,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
24,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
25,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
26,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
27,1.1025762308710532,3.4582122284363512,-0.0,4.194386574381023,manner,German.Parsed.CSV,1
0,3.202444194494824,11.14808363245185,nan,0.0,cv,German.Parsed.CSV,1
1,2.465043117381448,8.451553531929914,0.7374010771133759,0.7374010771133759,cv,German.Parsed.CSV,1
2,1.833495086219659,5.909272879658166,0.6315480311617891,2.000497139436954,cv,German.Parsed.CSV,1
3,1.3431830708907946,4.188103005597733,0.4903120153288645,3.471433185423548,cv,German.Parsed.CSV,1
4,1.1469309195623947,3.6658247585562247,0.1962521513283999,4.2564417907371475,cv,German.Parsed.CSV,1
5,1.1221179694706733,3.6161587826248875,0.024812950091721353,4.3805065411957544,cv,German.Parsed.CSV,1
6,1.1204983633143915,3.6134178544797084,0.001619606156281872,4.390224178133446,cv,German.Parsed.CSV,1
7,1.1204486114597598,3.6133384381652034,4.975185463163001e-05,4.390572441115867,cv,German.Parsed.CSV,1
8,1.1204478706628678,3.6133368619752964,7.407968920514207e-07,4.3905783674910035,cv,German.Parsed.CSV,1
9,1.1204478706628678,3.6133368619752964,-0.0,4.3905783674910035,cv,German.Parsed.CSV,1
10,1.1204478691785433,3.6133368566521615,1.484324441136664e-09,4.3905783823342475,cv,German.Parsed.CSV,1
11,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
12,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
13,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
14,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
15,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
16,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
17,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
18,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
19,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
20,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
21,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
22,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
23,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
24,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
25,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
26,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
27,1.1204478691785433,3.6133368566521615,-0.0,4.3905783823342475,cv,German.Parsed.CSV,1
0,3.2024441944948245,11.14808363245185,nan,0.0,scramble,German.Parsed.CSV,2
1,2.451663730069434,8.547361708139114,0.7507804644253904,0.7507804644253904,scramble,German.Parsed.CSV,2
2,1.7595417663564221,5.63626277380625,0.692121963713012,2.1350243918514145,scramble,German.Parsed.CSV,2
3,1.261578025027764,3.8530437078567177,0.49796374132865817,3.628915615837389,scramble,German.Parsed.CSV,2
4,1.1013075579905662,3.440932331023783,0.16027046703719772,4.26999748398618,scramble,German.Parsed.CSV,2
5,1.0860468715608662,3.412150930686864,0.015260686429700021,4.34630091613468,scramble,German.Parsed.CSV,2
6,1.0838761639681207,3.4083904510586565,0.0021707075927455133,4.359325161691153,scramble,German.Parsed.CSV,2
7,1.0835076329998017,3.407848123829445,0.0003685309683190141,4.361904878469386,scramble,German.Parsed.CSV,2
8,1.0834367860496528,3.4077403069793464,7.084695014891729e-05,4.3624716540705775,scramble,German.Parsed.CSV,2
9,1.0834067655619608,3.4076915303916366,3.002048769196186e-05,4.362741838459805,scramble,German.Parsed.CSV,2
10,1.083404796955989,3.407689108106056,1.968605971791604e-06,4.362761524519524,scramble,German.Parsed.CSV,2
11,1.083399554980027,3.4076831462664883,5.241975961967071e-06,4.362819186255106,scramble,German.Parsed.CSV,2
12,1.0833988173055107,3.4076822675221305,7.376745163600873e-07,4.362828038349302,scramble,German.Parsed.CSV,2
13,1.0833988102032566,3.407682261047702,7.102254118152018e-09,4.362828130678605,scramble,German.Parsed.CSV,2
14,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
15,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
16,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
17,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
18,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
19,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
20,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
21,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
22,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
23,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
24,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
25,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
26,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
27,1.0833988102032566,3.407682261047702,-0.0,4.362828130678605,scramble,German.Parsed.CSV,2
0,3.202444194494824,11.14808363245185,nan,0.0,manner,German.Parsed.CSV,2
1,2.3169561337636364,7.841507985658049,0.8854880607311877,0.8854880607311877,manner,German.Parsed.CSV,2
2,1.729619720433199,5.465108075260606,0.5873364133304375,2.0601608873920627,manner,German.Parsed.CSV,2
3,1.3141508018583883,4.01457229973709,0.4154689185748106,3.3065676431164945,manner,German.Parsed.CSV,2
4,1.1423809037437913,3.5499551769327407,0.17176989811459697,3.9936472355748824,manner,German.Parsed.CSV,2
5,1.1069867518325194,3.475492512631633,0.03539415191127193,4.170617995131242,manner,German.Parsed.CSV,2
6,1.1026637029506743,3.4672661278390002,0.004323048881845093,4.196556288422313,manner,German.Parsed.CSV,2
7,1.1021379224215273,3.466432176272621,0.0005257805291469797,4.200236752126342,manner,German.Parsed.CSV,2
8,1.1020405475315935,3.4662928777143693,9.737488993377674e-05,4.201015751245812,manner,German.Parsed.CSV,2
9,1.1020192105888784,3.4662655589330447,2.1336942715111107e-05,4.201207783730248,manner,German.Parsed.CSV,2
10,1.1020182974843669,3.466264138264049,9.1310451155735e-07,4.2012169147753635,manner,German.Parsed.CSV,2
11,1.1020178293642686,3.4662638079798986,4.681200982403766e-07,4.201222064096444,manner,German.Parsed.CSV,2
12,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
13,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
14,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
15,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
16,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
17,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
18,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
19,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
20,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
21,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
22,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
23,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
24,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
25,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
26,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
27,1.1020178293642686,3.4662638079798986,-0.0,4.201222064096444,manner,German.Parsed.CSV,2
0,3.202444194494824,11.14808363245185,nan,0.0,cv,German.Parsed.CSV,2
1,2.5327491045666766,8.523339068654806,0.6696950899281475,0.6696950899281475,cv,German.Parsed.CSV,2
2,1.8608897193212333,5.993257476014001,0.6718593852454433,2.013413860419034,cv,German.Parsed.CSV,2
3,1.3609307908946147,4.243523969354256,0.4999589284266186,3.51329064569889,cv,German.Parsed.CSV,2
4,1.1654983790133722,3.7212411149439153,0.1954324118812425,4.29502029322386,cv,German.Parsed.CSV,2
5,1.1401784725005653,3.67091907498684,0.02531990651280691,4.421619825787895,cv,German.Parsed.CSV,2
6,1.1387303604315138,3.6684869215402287,0.0014481120690514881,4.430308498202203,cv,German.Parsed.CSV,2
7,1.138693457014973,3.668416543441278,3.69034165408344e-05,4.430566822117989,cv,German.Parsed.CSV,2
8,1.1386921443111684,3.668413475390236,1.312703804545734e-06,4.430577323748425,cv,German.Parsed.CSV,2
9,1.138692133746305,3.6684134658539507,1.0564863428541571e-08,4.430577418832196,cv,German.Parsed.CSV,2
10,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
11,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
12,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
13,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
14,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
15,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
16,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
17,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
18,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
19,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
20,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
21,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
22,1.138692133746305,3.6684134658539507,-0.0,4.430577418832196,cv,German.Parsed.CSV,2
