,is_well_nested,ms,ee,perm,i
0,True,0.33342390007365663,1.950908701368521,"(0, 1, 2, 3, 4, 5)",0
360,True,0.33342390007365663,1.950908701368521,general_0,1
120,True,0.3341492816440512,1.9516336148470843,"(1, 0, 2, 3, 4, 5)",2
1,False,0.3343102456484906,1.9516510673218623,"(0, 1, 2, 3, 5, 4)",3
121,False,0.33489171517500027,1.9523759808004275,"(1, 0, 2, 3, 5, 4)",4
144,False,0.3346225797514415,1.952469409166136,"(1, 2, 0, 3, 4, 5)",5
5,True,0.33478006277944805,1.952474483465586,"(0, 1, 2, 5, 4, 3)",6
264,True,0.33455693851620627,1.952477113743596,"(2, 1, 0, 3, 4, 5)",7
6,False,0.33463099338285823,1.9525245512151208,"(0, 1, 3, 2, 4, 5)",8
24,False,0.3345326872113975,1.952559580591597,"(0, 2, 1, 3, 4, 5)",9
4,True,0.3349747695385618,1.9528346028830144,"(0, 1, 2, 5, 3, 4)",10
2,True,0.3346740683592231,1.9529223232066528,"(0, 1, 2, 4, 3, 5)",11
23,False,0.3349219444512347,1.953166023535708,"(0, 1, 5, 4, 3, 2)",12
305,False,0.33492194445123497,1.953166023535709,"(2, 3, 4, 5, 1, 0)",13
22,False,0.3352982944552746,1.9531979143401144,"(0, 1, 5, 4, 2, 3)",14
125,True,0.33516179441203187,1.9531993969441508,"(1, 0, 2, 5, 4, 3)",15
145,False,0.33520071483294045,1.953211775119479,"(1, 2, 0, 3, 5, 4)",16
265,False,0.3350993918264262,1.9532194796969382,"(2, 1, 0, 3, 5, 4)",17
294,False,0.3350615550660156,1.9532329601873961,"(2, 3, 1, 0, 4, 5)",18
126,False,0.33497793420173855,1.953249464693686,"(1, 0, 3, 2, 4, 5)",19
150,False,0.3349083916356702,1.9532647542510968,"(1, 2, 3, 0, 4, 5)",20
7,False,0.3351035189924214,1.9532669171684638,"(0, 1, 3, 2, 5, 4)",21
270,False,0.33503151494381844,1.9532724588285564,"(2, 1, 3, 0, 4, 5)",22
240,True,0.3348321905344212,1.9532921986476217,"(2, 0, 1, 3, 4, 5)",23
25,False,0.3350018049062877,1.9533019465449402,"(0, 2, 1, 3, 5, 4)",24
3,False,0.33499908292991143,1.95330456974257,"(0, 1, 2, 4, 5, 3)",25
124,True,0.33538465279915053,1.953559516361578,"(1, 0, 2, 5, 3, 4)",26
19,False,0.3353785965545561,1.953619258682609,"(0, 1, 5, 2, 4, 3)",27
122,True,0.33497706755749873,1.9536472366852178,"(1, 0, 2, 4, 3, 5)",28
143,False,0.3351042846666845,1.9538909370142727,"(1, 0, 5, 4, 3, 2)",29
304,False,0.3351042846666849,1.9538909370142739,"(2, 3, 4, 5, 0, 1)",30
142,False,0.3355453390920062,1.9539228278186795,"(1, 0, 5, 4, 2, 3)",31
295,False,0.33546786929671313,1.9539753261407389,"(2, 3, 1, 0, 5, 4)",32
18,False,0.3353823216195523,1.9539793781000363,"(0, 1, 5, 2, 3, 4)",33
127,False,0.33529496443124884,1.9539918306470287,"(1, 0, 3, 2, 5, 4)",34
151,False,0.33541229853759563,1.9540071202044396,"(1, 2, 3, 0, 5, 4)",35
271,False,0.3355315596723287,1.9540148247818991,"(2, 1, 3, 0, 5, 4)",36
17,False,0.3354969181835958,1.9540271533470814,"(0, 1, 4, 5, 3, 2)",37
311,False,0.33549691818359617,1.9540271533470828,"(2, 3, 5, 4, 1, 0)",38
123,False,0.3355033414791653,1.9540294832211333,"(1, 0, 2, 4, 5, 3)",39
241,False,0.33548651745939784,1.9540345646009645,"(2, 0, 1, 3, 5, 4)",40
149,False,0.33551925334899385,1.954035191263201,"(1, 2, 0, 5, 4, 3)",41
297,False,0.3354836147097547,1.9540356732553283,"(2, 3, 1, 4, 5, 0)",42
115,False,0.3354836147097547,1.9540356732553283,"(0, 5, 4, 1, 3, 2)",43
269,True,0.33524483324886584,1.9540428958406622,"(2, 1, 0, 5, 4, 3)",44
16,False,0.33543353123268016,1.9540590441514878,"(0, 1, 4, 5, 2, 3)",45
153,False,0.3348444901801998,1.9540674673190288,"(1, 2, 3, 4, 5, 0)",46
119,False,0.3348444901801999,1.954067467319029,"(0, 5, 4, 3, 2, 1)",47
114,False,0.33540310414815183,1.954067564059735,"(0, 5, 4, 1, 2, 3)",48
273,False,0.33531307920655795,1.9540751718964884,"(2, 1, 3, 4, 5, 0)",49
118,False,0.33531307920655806,1.9540751718964888,"(0, 5, 4, 3, 1, 2)",50
288,False,0.33522423979603777,1.9540793673600192,"(2, 3, 0, 1, 4, 5)",51
29,False,0.3353296559947652,1.9541253626886639,"(0, 2, 1, 5, 4, 3)",52
30,False,0.33528935883119004,1.954201332849181,"(0, 2, 3, 1, 4, 5)",53
48,False,0.335273159466008,1.9542455877599616,"(0, 3, 1, 2, 4, 5)",54
54,False,0.3350901742652659,1.954271490170944,"(0, 3, 2, 1, 4, 5)",55
139,False,0.3357443623942087,1.954344172161174,"(1, 0, 5, 2, 4, 3)",56
101,False,0.3355372957504318,1.9543851033873911,"(0, 5, 1, 4, 3, 2)",57
303,False,0.3355372957504318,1.9543851033873911,"(2, 3, 4, 1, 5, 0)",58
148,False,0.335757569472154,1.9543953106806282,"(1, 2, 0, 5, 3, 4)",59
268,True,0.33566084828052933,1.9544030152580893,"(2, 1, 0, 5, 3, 4)",60
100,False,0.33555381463773437,1.9544169941917975,"(0, 5, 1, 4, 2, 3)",61
296,False,0.33540237665362027,1.9544179355798441,"(2, 3, 1, 4, 0, 5)",62
152,False,0.33515691177265533,1.9544497296435435,"(1, 2, 3, 4, 0, 5)",63
272,False,0.3354814195851732,1.9544574342210042,"(2, 1, 3, 4, 0, 5)",64
146,False,0.3354647187569636,1.954483031004268,"(1, 2, 0, 4, 3, 5)",65
28,False,0.3356757289322313,1.9544854821060906,"(0, 2, 1, 5, 3, 4)",66
266,True,0.3352663003954447,1.9544907355817291,"(2, 1, 0, 4, 3, 5)",67
8,False,0.3353954968200227,1.9545600515022807,"(0, 1, 3, 4, 2, 5)",68
26,False,0.33537612153063584,1.9545732024297304,"(0, 2, 1, 4, 3, 5)",69
138,False,0.33573400576947265,1.9547042915786015,"(1, 0, 5, 2, 3, 4)",70
137,False,0.33579161178611105,1.9547520668256466,"(1, 0, 4, 5, 3, 2)",71
310,False,0.33579161178611133,1.9547520668256475,"(2, 3, 5, 4, 0, 1)",72
302,False,0.3355120673793213,1.9547673657119067,"(2, 3, 4, 1, 0, 5)",73
136,False,0.33577488414222934,1.9547839576300527,"(1, 0, 4, 5, 2, 3)",74
289,False,0.3357241905426654,1.9548217333133617,"(2, 3, 0, 1, 5, 4)",75
97,False,0.33576735480022835,1.9548383385342927,"(0, 5, 1, 2, 4, 3)",76
174,False,0.33558140665217595,1.9548425296863268,"(1, 3, 2, 0, 4, 5)",77
245,True,0.33572347054776897,1.9548579807446878,"(2, 0, 1, 5, 4, 3)",78
147,False,0.33573819321420084,1.9548652775401838,"(1, 2, 0, 4, 5, 3)",79
267,False,0.3356609800574569,1.9548729821176447,"(2, 1, 0, 4, 5, 3)",80
91,False,0.33583874701802136,1.9548958164370256,"(0, 4, 5, 1, 3, 2)",81
299,False,0.3358387470180216,1.9548958164370263,"(2, 3, 1, 5, 4, 0)",82
9,False,0.33547453655161297,1.9549104072337895,"(0, 1, 3, 4, 5, 2)",83
359,False,0.33547453655161336,1.9549104072337908,"(2, 5, 4, 3, 1, 0)",84
155,False,0.33567423772187777,1.954927610500727,"(1, 2, 3, 5, 4, 0)",85
95,False,0.33567423772187777,1.954927610500727,"(0, 4, 5, 3, 2, 1)",86
90,False,0.33560731384284315,1.9549277072414328,"(0, 4, 5, 1, 2, 3)",87
12,False,0.3355467213616403,1.9549282282350495,"(0, 1, 4, 2, 3, 5)",88
246,False,0.33534118642667954,1.9549339509052053,"(2, 0, 3, 1, 4, 5)",89
94,False,0.3357604882608751,1.9549353150781856,"(0, 4, 5, 3, 1, 2)",90
275,False,0.33576048826087546,1.9549353150781865,"(2, 1, 3, 5, 4, 0)",91
31,False,0.3357022790749351,1.9549436988025233,"(0, 2, 3, 1, 5, 4)",92
14,False,0.3353185163609491,1.9549501066840762,"(0, 1, 4, 3, 2, 5)",93
27,False,0.33576253536963063,1.954955448965646,"(0, 2, 1, 4, 5, 3)",94
49,False,0.33571816509127483,1.9549879537133044,"(0, 3, 1, 2, 5, 4)",95
55,False,0.3354807796682871,1.9550138561242867,"(0, 3, 2, 1, 5, 4)",96
