,is_well_nested,ms,ee,perm,i
240,True,0.3524378412603082,1.9790224951438509,"(2, 0, 1, 3, 4, 5)",0
120,True,0.3509592747444869,1.979022495400784,"(1, 0, 2, 3, 4, 5)",1
245,True,0.3509921736892641,1.9790224954280238,"(2, 0, 1, 5, 4, 3)",2
125,True,0.3494690010830232,1.979022495684957,"(1, 0, 2, 5, 4, 3)",3
264,True,0.35243365173399,1.9790225840851643,"(2, 1, 0, 3, 4, 5)",4
269,True,0.3509797029598683,1.979022584369337,"(2, 1, 0, 5, 4, 3)",5
0,True,0.35095642698197227,1.9790225844252405,"(0, 1, 2, 3, 4, 5)",6
5,True,0.34946211910803054,1.979022584709414,"(0, 1, 2, 5, 4, 3)",7
242,True,0.35248616947582284,1.9790239401048404,"(2, 0, 1, 4, 3, 5)",8
122,True,0.3510023543295096,1.9790239403617733,"(1, 0, 2, 4, 3, 5)",9
244,True,0.3510190286838181,1.9790239403716336,"(2, 0, 1, 5, 3, 4)",10
124,True,0.3495113215454151,1.979023940628567,"(1, 0, 2, 5, 3, 4)",11
266,True,0.3524728121225996,1.9790240290461538,"(2, 1, 0, 4, 3, 5)",12
268,True,0.35102128157763735,1.9790240293129473,"(2, 1, 0, 5, 3, 4)",13
2,True,0.3510034360063403,1.9790240293862302,"(0, 1, 2, 4, 3, 5)",14
4,True,0.3494985853941699,1.9790240296530235,"(0, 1, 2, 5, 3, 4)",15
139,False,0.3495261019219135,1.979117470967872,"(1, 0, 5, 2, 4, 3)",16
19,False,0.3495242347905542,1.9791175599923292,"(0, 1, 5, 2, 4, 3)",17
138,False,0.34952640870704615,1.9791189159114824,"(1, 0, 5, 2, 3, 4)",18
18,False,0.34952421540599526,1.9791190049359393,"(0, 1, 5, 2, 3, 4)",19
337,False,0.35144208900886104,1.979162804047901,"(2, 5, 0, 1, 4, 3)",20
343,False,0.3514401364472711,1.979162892994696,"(2, 5, 1, 0, 4, 3)",21
336,False,0.35144204066722634,1.979164248991511,"(2, 5, 0, 1, 3, 4)",22
342,False,0.3514405671613911,1.979164337938306,"(2, 5, 1, 0, 3, 4)",23
128,False,0.35142841222523924,1.9791671125553774,"(1, 0, 3, 4, 2, 5)",24
8,False,0.3514249365220755,1.9791672015798343,"(0, 1, 3, 4, 2, 5)",25
134,False,0.3514279661968875,1.9791685575189273,"(1, 0, 4, 3, 2, 5)",26
14,False,0.35142505432069815,1.9791686465433846,"(0, 1, 4, 3, 2, 5)",27
129,False,0.3513937317070261,1.9791714210077556,"(1, 0, 3, 4, 5, 2)",28
358,False,0.3513937317070265,1.9791714210077567,"(2, 5, 4, 3, 0, 1)",29
