,is_well_nested,ms,ee,perm,i
0,True,0.47587952268023775,2.2405796795499144,"(0, 1, 2, 3, 4, 5)",0
360,True,0.47587952268023775,2.2405796795499144,general_0,1
1,False,0.4926562631489419,2.2445291913233385,"(0, 1, 2, 3, 5, 4)",2
120,True,0.49362418709047723,2.246016548872421,"(1, 0, 2, 3, 4, 5)",3
121,False,0.5076164181196391,2.2499660606458445,"(1, 0, 2, 3, 5, 4)",4
4,True,0.5038340541965981,2.2520511435089707,"(0, 1, 2, 5, 3, 4)",5
18,False,0.506001254155636,2.25649400135151,"(0, 1, 5, 2, 3, 4)",6
124,True,0.5139346905469732,2.257488012831477,"(1, 0, 2, 5, 3, 4)",7
144,False,0.507707234669044,2.257723361385349,"(1, 2, 0, 3, 4, 5)",8
5,True,0.5037971103424809,2.259252668733425,"(0, 1, 2, 5, 4, 3)",9
145,False,0.5168704185230748,2.2616728731587727,"(1, 2, 0, 3, 5, 4)",10
264,True,0.5078437141164986,2.2618168117338664,"(2, 1, 0, 3, 4, 5)",11
138,False,0.5173337062387382,2.261930870674016,"(1, 0, 5, 2, 3, 4)",12
305,False,0.5045094502918319,2.2631154132194267,"(2, 3, 4, 5, 1, 0)",13
23,False,0.5045094502918319,2.2631154132194267,"(0, 1, 5, 4, 3, 2)",14
19,False,0.511315173163892,2.2636955265759635,"(0, 1, 5, 2, 4, 3)",15
125,True,0.5155563543017239,2.264689538055931,"(1, 0, 2, 5, 4, 3)",16
150,False,0.5140258151936489,2.265461881758017,"(1, 2, 3, 0, 4, 5)",17
96,False,0.5051657065435803,2.2654737487244816,"(0, 5, 1, 2, 3, 4)",18
22,False,0.5131382378174835,2.265672468873155,"(0, 1, 5, 4, 2, 3)",19
265,False,0.5161752799206059,2.2657663235072896,"(2, 1, 0, 3, 5, 4)",20
24,False,0.5012907210551446,2.2671020627906717,"(0, 2, 1, 3, 4, 5)",21
294,False,0.515725946587668,2.268030341673767,"(2, 3, 1, 0, 4, 5)",22
6,False,0.501969571068215,2.268085594456714,"(0, 1, 3, 2, 4, 5)",23
143,False,0.5169620016094338,2.2685522825419326,"(1, 0, 5, 4, 3, 2)",24
304,False,0.516962001609434,2.268552282541933,"(2, 3, 4, 5, 0, 1)",25
2,True,0.5010252238571522,2.268774341122402,"(0, 1, 2, 4, 3, 5)",26
139,False,0.524129853373479,2.26913239589847,"(1, 0, 5, 2, 4, 3)",27
148,False,0.5270211867304188,2.269194825344405,"(1, 2, 0, 5, 3, 4)",28
151,False,0.5223646204206019,2.269411393531441,"(1, 2, 3, 0, 5, 4)",29
