,is_well_nested,ms,ee,perm,i
0,True,0.3369441869962992,1.9578752073985426,"(0, 1, 2, 3, 4, 5)",0
120,True,0.3386638359292262,1.9596578331402257,"(1, 0, 2, 3, 4, 5)",1
1,False,0.33872321667169625,1.9597596380316489,"(0, 1, 2, 3, 5, 4)",2
144,False,0.3398745231929764,1.9610632334253595,"(1, 2, 0, 3, 4, 5)",3
24,False,0.33928903967772067,1.9611724917957318,"(0, 2, 1, 3, 4, 5)",4
121,False,0.34018612509553947,1.961542263773332,"(1, 0, 2, 3, 5, 4)",5
4,True,0.33987562777119895,1.9616758103879122,"(0, 1, 2, 5, 3, 4)",6
264,True,0.33982235635391234,1.9617439794731362,"(2, 1, 0, 3, 4, 5)",7
5,True,0.3397797589934091,1.9617573413668117,"(0, 1, 2, 5, 4, 3)",8
6,False,0.3395600007065001,1.9617815167037225,"(0, 1, 3, 2, 4, 5)",9
2,True,0.3394530313739029,1.9618053296407978,"(0, 1, 2, 4, 3, 5)",10
150,False,0.340551296268196,1.9623734780546185,"(1, 2, 3, 0, 4, 5)",11
153,False,0.33953114158910547,1.9629058103886214,"(1, 2, 3, 4, 5, 0)",12
119,False,0.3395311415891056,1.9629058103886217,"(0, 5, 4, 3, 2, 1)",13
145,False,0.3409015261441629,1.962947664058466,"(1, 2, 0, 3, 5, 4)",14
270,False,0.34083368349733734,1.9630542241023954,"(2, 1, 3, 0, 4, 5)",15
25,False,0.3403058555618349,1.9630569224288386,"(0, 2, 1, 3, 5, 4)",16
23,False,0.3401542038816776,1.963429763458853,"(0, 1, 5, 4, 3, 2)",17
305,False,0.3401542038816776,1.963429763458853,"(2, 3, 4, 5, 1, 0)",18
124,True,0.34086535611143987,1.9634584361295953,"(1, 0, 2, 5, 3, 4)",19
18,False,0.3405968708601216,1.9634978185392284,"(0, 1, 5, 2, 3, 4)",20
125,True,0.3408812640095523,1.9635399671084948,"(1, 0, 2, 5, 4, 3)",21
152,False,0.3404088785472743,1.9635519133998622,"(1, 2, 3, 4, 0, 5)",22
126,False,0.34071738327840817,1.9635641424454056,"(1, 0, 3, 2, 4, 5)",23
22,False,0.34089787495566454,1.96357845629264,"(0, 1, 5, 4, 2, 3)",24
19,False,0.34062960017226745,1.9635793495181282,"(0, 1, 5, 2, 4, 3)",25
273,False,0.3406905997908404,1.9635865564363981,"(2, 1, 3, 4, 5, 0)",26
118,False,0.34069059979084043,1.9635865564363983,"(0, 5, 4, 3, 1, 2)",27
122,True,0.3404354063184167,1.9635879553824804,"(1, 0, 2, 4, 3, 5)",28
265,False,0.340916523380949,1.9636284101062427,"(2, 1, 0, 3, 5, 4)",29
240,True,0.34037974749678784,1.9636358635851918,"(2, 0, 1, 3, 4, 5)",30
7,False,0.3407320287568728,1.963665947336829,"(0, 1, 3, 2, 5, 4)",31
294,False,0.34102594797380725,1.9636964134193595,"(2, 3, 1, 0, 4, 5)",32
3,False,0.3405111597362512,1.9637712912528036,"(0, 1, 2, 4, 5, 3)",33
297,False,0.3412237136387934,1.9642287457533625,"(2, 3, 1, 4, 5, 0)",34
115,False,0.34122371363879345,1.9642287457533627,"(0, 5, 4, 1, 3, 2)",35
272,False,0.3413249160745253,1.9642326594476391,"(2, 1, 3, 4, 0, 5)",36
151,False,0.34138738863165,1.9642579086877252,"(1, 2, 3, 0, 5, 4)",37
114,False,0.34102165002347606,1.9643774385871495,"(0, 5, 4, 1, 2, 3)",38
30,False,0.3409199162917376,1.9645857013527117,"(0, 2, 3, 1, 4, 5)",39
303,False,0.34110396854718283,1.9647405092754198,"(2, 3, 4, 1, 5, 0)",40
101,False,0.34110396854718283,1.96474050927542,"(0, 5, 1, 4, 3, 2)",41
96,False,0.3405560983465068,1.9648085643557955,"(0, 5, 1, 2, 3, 4)",42
148,False,0.3417833436149996,1.964863836414729,"(1, 2, 0, 5, 3, 4)",43
296,False,0.34116279196032817,1.9648748487646035,"(2, 3, 1, 4, 0, 5)",44
100,False,0.34098152506941837,1.9648892021092073,"(0, 5, 1, 4, 2, 3)",45
97,False,0.34131987513338446,1.9648900953346953,"(0, 5, 1, 2, 4, 3)",46
54,False,0.3406488173317417,1.964891423911653,"(0, 3, 2, 1, 4, 5)",47
271,False,0.3418130003562443,1.9649386547355017,"(2, 1, 3, 0, 5, 4)",48
149,False,0.3417157565954769,1.964945367393629,"(1, 2, 0, 5, 4, 3)",49
28,False,0.3414395430757883,1.9649730947851016,"(0, 2, 1, 5, 3, 4)",50
146,False,0.3416420095750743,1.9649933556676147,"(1, 2, 0, 4, 3, 5)",51
29,False,0.34110331876908134,1.9650546257640014,"(0, 2, 1, 5, 4, 3)",52
26,False,0.3410370252241475,1.965102614037987,"(0, 2, 1, 4, 3, 5)",53
155,False,0.34136113407258784,1.96510826292302,"(1, 2, 3, 5, 4, 0)",54
95,False,0.34136113407258795,1.9651082629230203,"(0, 4, 5, 3, 2, 1)",55
304,False,0.3410586795797374,1.965212389200536,"(2, 3, 4, 5, 0, 1)",56
143,False,0.3410586795797374,1.965212389200536,"(1, 0, 5, 4, 3, 2)",57
138,False,0.341517592907027,1.9652804442809118,"(1, 0, 5, 2, 3, 4)",58
142,False,0.34183387633827866,1.9653610820343232,"(1, 0, 5, 4, 2, 3)",59
139,False,0.34176640895665367,1.965361975259811,"(1, 0, 5, 2, 4, 3)",60
48,False,0.34114811379673926,1.9653845236598533,"(0, 3, 1, 2, 4, 5)",61
302,False,0.3412196683291353,1.965386612286661,"(2, 3, 4, 1, 0, 5)",62
127,False,0.34147476527829435,1.9654485730785118,"(1, 0, 3, 2, 5, 4)",63
241,False,0.3415950048205366,1.9655202942182979,"(2, 0, 1, 3, 5, 4)",64
268,True,0.34178284518345653,1.9655445824625057,"(2, 1, 0, 5, 3, 4)",65
123,False,0.34171940877889506,1.9655539169944864,"(1, 0, 2, 4, 5, 3)",66
295,False,0.3418169613345923,1.965580844052466,"(2, 3, 1, 0, 5, 4)",67
269,True,0.3414548000802712,1.9656261134414055,"(2, 1, 0, 5, 4, 3)",68
17,False,0.34160915446510165,1.9656383494726248,"(0, 1, 4, 5, 3, 2)",69
311,False,0.3416091544651017,1.965638349472625,"(2, 3, 5, 4, 1, 0)",70
266,True,0.3414254056886677,1.9656741017153911,"(2, 1, 0, 4, 3, 5)",71
8,False,0.3411562287018155,1.9657492480257217,"(0, 1, 3, 4, 2, 5)",72
