,is_well_nested,ms,ee,perm,i
0,True,0.3383106674340817,1.9608071221649528,"(0, 1, 2, 3, 4, 5)",0
360,True,0.3383106674340817,1.9608071221649528,general_0,1
1,False,0.3399339924457191,1.9624345044532159,"(0, 1, 2, 3, 5, 4)",2
120,True,0.3405449180049071,1.962702965431306,"(1, 0, 2, 3, 4, 5)",3
264,True,0.3415899687546361,1.9642200270199073,"(2, 1, 0, 3, 4, 5)",4
5,True,0.34085313058373345,1.9642977983373373,"(0, 1, 2, 5, 4, 3)",5
121,False,0.34182122007333665,1.9643303477195693,"(1, 0, 2, 3, 5, 4)",6
6,False,0.34125324833025694,1.9648370501878933,"(0, 1, 3, 2, 4, 5)",7
4,True,0.3413129594432277,1.9651579086806397,"(0, 1, 2, 5, 3, 4)",8
2,True,0.34118656166624295,1.9653472908749323,"(0, 1, 2, 4, 3, 5)",9
144,False,0.34232429847322055,1.9654653789820629,"(1, 2, 0, 3, 4, 5)",10
24,False,0.34136589156819974,1.9656076364337112,"(0, 2, 1, 3, 4, 5)",11
265,False,0.34250244079340664,1.9658474093081706,"(2, 1, 0, 3, 5, 4)",12
3,False,0.3417469025416261,1.9661145628198944,"(0, 1, 2, 4, 5, 3)",13
125,True,0.34240150852806095,1.9661936416036911,"(1, 0, 2, 5, 4, 3)",14
240,True,0.34227139988303035,1.966258127737909,"(2, 0, 1, 3, 4, 5)",15
7,False,0.3420238889103525,1.9664644324761567,"(0, 1, 3, 2, 5, 4)",16
294,False,0.34324823353343337,1.9664857898096268,"(2, 3, 1, 0, 4, 5)",17
126,False,0.3426516807406834,1.9667328934542467,"(1, 0, 3, 2, 4, 5)",18
22,False,0.34248272823294923,1.9669813817971709,"(0, 1, 5, 4, 2, 3)",19
124,True,0.3427537071442154,1.9670537519469928,"(1, 0, 2, 5, 3, 4)",20
145,False,0.34309392021377394,1.967092761270326,"(1, 2, 0, 3, 5, 4)",21
25,False,0.34214202272540684,1.9672350187219745,"(0, 2, 1, 3, 5, 4)",22
122,True,0.3426390265302534,1.9672431341412864,"(1, 0, 2, 4, 3, 5)",23
23,False,0.3417349918926416,1.9673470870637537,"(0, 1, 5, 4, 3, 2)",24
305,False,0.3417349918926416,1.9673470870637537,"(2, 3, 4, 5, 1, 0)",25
270,False,0.34333488533102857,1.9674264731040132,"(2, 1, 3, 0, 4, 5)",26
19,False,0.34234449953966783,1.9674536359094688,"(0, 1, 5, 2, 4, 3)",27
269,True,0.3425479592745112,1.9677107031922925,"(2, 1, 0, 5, 4, 3)",28
241,False,0.34330733049189804,1.9678855100261725,"(2, 0, 1, 3, 5, 4)",29
123,False,0.34348811937067186,1.9680104060862473,"(1, 0, 2, 4, 5, 3)",30
295,False,0.3434253470939876,1.9681131720978902,"(2, 3, 1, 0, 5, 4)",31
18,False,0.34251274053493425,1.9683137462527707,"(0, 1, 5, 2, 3, 4)",32
127,False,0.3429667206517636,1.9683602757425103,"(1, 0, 3, 2, 5, 4)",33
268,True,0.3433985730008326,1.9685708135355942,"(2, 1, 0, 5, 3, 4)",34
150,False,0.3437790575321868,1.9686718250661688,"(1, 2, 3, 0, 4, 5)",35
288,False,0.3435674949168302,1.9687281725884505,"(2, 3, 0, 1, 4, 5)",36
266,True,0.34360693730363534,1.9687601957298873,"(2, 1, 0, 4, 3, 5)",37
142,False,0.34351828440997567,1.968877225063524,"(1, 0, 5, 4, 2, 3)",38
16,False,0.3429228049050319,1.968950657197762,"(0, 1, 4, 5, 2, 3)",39
149,False,0.343763049138622,1.9689560551544474,"(1, 2, 0, 5, 4, 3)",40
271,False,0.3439690009753164,1.9690538553922765,"(2, 1, 3, 0, 5, 4)",41
29,False,0.3427968622951866,1.969098312606096,"(0, 2, 1, 5, 4, 3)",42
304,False,0.3426620145354747,1.9692429303301069,"(2, 3, 4, 5, 0, 1)",43
143,False,0.3426620145354747,1.9692429303301069,"(1, 0, 5, 4, 3, 2)",44
