,is_well_nested,ms,ee,perm,i
26,False,1.248477823433634,3.3370075447891976,"(0, 2, 1, 4, 3, 5)",0
242,True,1.2507521896025073,3.3370726148495002,"(2, 0, 1, 4, 3, 5)",1
24,False,1.2481602725226395,3.338555339626601,"(0, 2, 1, 3, 4, 5)",2
240,True,1.2479376080160212,3.338620409686903,"(2, 0, 1, 3, 4, 5)",3
28,False,1.253449994342586,3.339458322312333,"(0, 2, 1, 5, 3, 4)",4
244,True,1.254790635477372,3.339523392372635,"(2, 0, 1, 5, 3, 4)",5
29,False,1.2450437590802854,3.3398989949203486,"(0, 2, 1, 5, 4, 3)",6
245,True,1.2517177225234124,3.339964064980652,"(2, 0, 1, 5, 4, 3)",7
27,False,1.2487161005607654,3.340348314725972,"(0, 2, 1, 4, 5, 3)",8
243,False,1.243282097872849,3.340413384786275,"(2, 0, 1, 4, 5, 3)",9
25,False,1.2511941007040828,3.341455436955358,"(0, 2, 1, 3, 5, 4)",10
241,False,1.252818011015424,3.3415205070156597,"(2, 0, 1, 3, 5, 4)",11
266,True,1.2475250897713923,3.342243430762009,"(2, 1, 0, 4, 3, 5)",12
2,True,1.2501259563219465,3.343101970280971,"(0, 1, 2, 4, 3, 5)",13
264,True,1.2530623096185274,3.3437912255994116,"(2, 1, 0, 3, 4, 5)",14
0,True,1.250221073404341,3.3446497651183726,"(0, 1, 2, 3, 4, 5)",15
268,True,1.257058395997032,3.3446942082851434,"(2, 1, 0, 5, 3, 4)",16
269,True,1.2518231713078447,3.34513488089316,"(2, 1, 0, 5, 4, 3)",17
4,True,1.2480534223033781,3.345552747804105,"(0, 1, 2, 5, 3, 4)",18
267,False,1.2512204346951794,3.3455842006987835,"(2, 1, 0, 4, 5, 3)",19
146,False,1.2568318419065374,3.3456997483386344,"(1, 2, 0, 4, 3, 5)",20
5,True,1.2565241335908501,3.345993420412121,"(0, 1, 2, 5, 4, 3)",21
3,False,1.249277437837855,3.346442740217744,"(0, 1, 2, 4, 5, 3)",22
122,True,1.2491659953033991,3.346623357917899,"(1, 0, 2, 4, 3, 5)",23
265,False,1.2525604373218813,3.346691322928169,"(2, 1, 0, 3, 5, 4)",24
144,False,1.2535013769121952,3.347247543176038,"(1, 2, 0, 3, 4, 5)",25
1,False,1.2516920046510849,3.3475498624471305,"(0, 1, 2, 3, 5, 4)",26
148,False,1.2568917914502238,3.3481505258617688,"(1, 2, 0, 5, 3, 4)",27
120,True,1.254687636021758,3.348171152755302,"(1, 0, 2, 3, 4, 5)",28
149,False,1.2516981751433989,3.3485911984697863,"(1, 2, 0, 5, 4, 3)",29
147,False,1.2547651111066425,3.349040518275409,"(1, 2, 0, 4, 5, 3)",30
124,True,1.2526598081381801,3.3490741354410334,"(1, 0, 2, 5, 3, 4)",31
125,True,1.2471155700730485,3.34951480804905,"(1, 0, 2, 5, 4, 3)",32
123,False,1.2513021305915273,3.349964127854673,"(1, 0, 2, 4, 5, 3)",33
145,False,1.254633022640034,3.3501476405047947,"(1, 2, 0, 3, 5, 4)",34
121,False,1.2567702985163565,3.351071250084059,"(1, 0, 2, 3, 5, 4)",35
30,False,1.2608457477928945,3.3570483968092177,"(0, 2, 3, 1, 4, 5)",36
246,False,1.2656047771280077,3.357113466869521,"(2, 0, 3, 1, 4, 5)",37
18,False,1.2568317835817642,3.3581463680826564,"(0, 1, 5, 2, 3, 4)",38
19,False,1.2551723814944655,3.358587040690674,"(0, 1, 5, 2, 4, 3)",39
270,False,1.2611055418512942,3.359165471229748,"(2, 1, 3, 0, 4, 5)",40
12,False,1.2631013245081524,3.359644763977025,"(0, 1, 4, 2, 3, 5)",41
31,False,1.2563457542246232,3.3599484941379743,"(0, 2, 3, 1, 5, 4)",42
247,False,1.2626166423395018,3.360013564198278,"(2, 0, 3, 1, 5, 4)",43
42,False,1.2656543518308438,3.3600907432233877,"(0, 2, 5, 1, 3, 4)",44
258,False,1.2577664283731642,3.360155813283691,"(2, 0, 5, 1, 3, 4)",45
43,False,1.2635751031620759,3.3605314158314057,"(0, 2, 5, 1, 4, 3)",46
259,False,1.2604084963478106,3.3605964858917075,"(2, 0, 5, 1, 4, 3)",47
138,False,1.263357437940288,3.361667755719584,"(1, 0, 5, 2, 3, 4)",48
36,False,1.2649073388906402,3.3618777305904732,"(0, 2, 4, 1, 3, 5)",49
252,False,1.2639373902784687,3.3619428006507768,"(2, 0, 4, 1, 3, 5)",50
271,False,1.2636212821058068,3.3620655685585037,"(2, 1, 3, 0, 5, 4)",51
139,False,1.2578396874069258,3.3621084283276015,"(1, 0, 5, 2, 4, 3)",52
150,False,1.2625143444951696,3.362621788806373,"(1, 2, 3, 0, 4, 5)",53
13,False,1.257055815731039,3.362985533913799,"(0, 1, 4, 2, 5, 3)",54
276,False,1.267009946450011,3.3630900545502955,"(2, 1, 4, 0, 3, 5)",55
132,False,1.2629586498544112,3.363166151613953,"(1, 0, 4, 2, 3, 5)",56
282,False,1.2668810315590662,3.3646205645047487,"(2, 1, 5, 0, 3, 4)",57
283,False,1.2617834828906964,3.3650612371127657,"(2, 1, 5, 0, 4, 3)",58
37,False,1.2647640383421945,3.3652185005272477,"(0, 2, 4, 1, 5, 3)",59
253,False,1.2696277113701657,3.365283570587552,"(2, 0, 4, 1, 5, 3)",60
151,False,1.2646512817607898,3.36552188613513,"(1, 2, 3, 0, 5, 4)",61
6,False,1.2717551449766646,3.3660656179802437,"(0, 1, 3, 2, 4, 5)",62
23,False,1.2568066174153336,3.366273388835277,"(0, 1, 5, 4, 3, 2)",63
305,False,1.2568066174153338,3.3662733888352774,"(2, 3, 4, 5, 1, 0)",64
277,False,1.267499698412102,3.366430824487069,"(2, 1, 4, 0, 5, 3)",65
133,False,1.2583214215292473,3.3665069215507266,"(1, 0, 4, 2, 5, 3)",66
156,False,1.2636917759314426,3.3665463721269213,"(1, 2, 4, 0, 3, 5)",67
118,False,1.262160733582651,3.367958124289049,"(0, 5, 4, 3, 1, 2)",68
273,False,1.2621607335826512,3.3679581242890495,"(2, 1, 3, 4, 5, 0)",69
162,False,1.271099757397567,3.3680768820813753,"(1, 2, 5, 0, 3, 4)",70
163,False,1.2636814935636793,3.3685175546893915,"(1, 2, 5, 0, 4, 3)",71
329,False,1.2566821261240333,3.3687450916683614,"(2, 4, 3, 5, 1, 0)",72
21,False,1.2566821261240333,3.3687450916683614,"(0, 1, 5, 3, 4, 2)",73
7,False,1.2693212178181799,3.3689657153090007,"(0, 1, 3, 2, 5, 4)",74
126,False,1.2770180318077733,3.369587005617172,"(1, 0, 3, 2, 4, 5)",75
143,False,1.2566063719623939,3.3697947764722045,"(1, 0, 5, 4, 3, 2)",76
304,False,1.256606371962394,3.3697947764722054,"(2, 3, 4, 5, 0, 1)",77
157,False,1.262290019322588,3.3698871420636953,"(1, 2, 4, 0, 5, 3)",78
272,False,1.2652188157599,3.3700155392152356,"(2, 1, 3, 4, 0, 5)",79
275,False,1.2597580031624935,3.3702160075216883,"(2, 1, 3, 5, 4, 0)",80
94,False,1.259758003162494,3.370216007521689,"(0, 4, 5, 3, 1, 2)",81
311,False,1.2537845636953224,3.370222562252779,"(2, 3, 5, 4, 1, 0)",82
17,False,1.2537845636953227,3.370222562252779,"(0, 1, 4, 5, 3, 2)",83
15,False,1.2603120824853276,3.370618354047065,"(0, 1, 4, 3, 5, 2)",84
353,False,1.2603120824853276,3.370618354047065,"(2, 5, 3, 4, 1, 0)",85
153,False,1.2566751922549224,3.3714144418656744,"(1, 2, 3, 4, 5, 0)",86
119,False,1.2566751922549229,3.3714144418656753,"(0, 5, 4, 3, 2, 1)",87
22,False,1.2621474554225398,3.371606503637935,"(0, 1, 5, 4, 2, 3)",88
141,False,1.2649576413257495,3.3722664793052894,"(1, 0, 5, 3, 4, 2)",89
328,False,1.2649576413257497,3.3722664793052903,"(2, 4, 3, 5, 0, 1)",90
127,False,1.2686467614405803,3.372487102945929,"(1, 0, 3, 2, 5, 4)",91
14,False,1.2670837893376026,3.3726106989129496,"(0, 1, 4, 3, 2, 5)",92
96,False,1.2638285540063616,3.372709050837795,"(0, 5, 1, 2, 3, 4)",93
97,False,1.2602416000828118,3.3731497234458114,"(0, 5, 1, 2, 4, 3)",94
112,False,1.2629076227736482,3.3734305024469995,"(0, 5, 3, 4, 1, 2)",95
279,False,1.2629076227736484,3.373430502447,"(2, 1, 4, 3, 5, 0)",96
152,False,1.2674127261761647,3.3734718567918605,"(1, 2, 3, 4, 0, 5)",97
20,False,1.2666982850482122,3.3736375338630022,"(0, 1, 5, 3, 2, 4)",98
155,False,1.261955399765248,3.3736723250983145,"(1, 2, 3, 5, 4, 0)",99
95,False,1.261955399765248,3.3736723250983145,"(0, 4, 5, 3, 2, 1)",100
137,False,1.2609148260636842,3.3737439498897066,"(1, 0, 4, 5, 3, 2)",101
310,False,1.2609148260636847,3.3737439498897075,"(2, 3, 5, 4, 0, 1)",102
32,False,1.2697246718744986,3.373767620409969,"(0, 2, 3, 4, 1, 5)",103
248,False,1.2698134977038944,3.373832690470273,"(2, 0, 3, 4, 1, 5)",104
352,False,1.2587559468542495,3.3741397416839947,"(2, 5, 3, 4, 0, 1)",105
135,False,1.2587559468542495,3.3741397416839947,"(1, 0, 4, 3, 5, 2)",106
285,False,1.2661456366926078,3.374768118110959,"(2, 1, 5, 3, 4, 0)",107
88,False,1.2661456366926085,3.3747681181109592,"(0, 4, 3, 5, 1, 2)",108
294,False,1.2668875227298197,3.374824043882897,"(2, 3, 1, 0, 4, 5)",109
142,False,1.2632854873272479,3.375127891274863,"(1, 0, 5, 4, 2, 3)",110
274,False,1.2690627205976228,3.3751735197766317,"(2, 1, 3, 5, 0, 4)",111
33,False,1.2649682587546176,3.375231593120712,"(0, 2, 3, 4, 5, 1)",112
239,False,1.2649682587546174,3.375231593120712,"(1, 5, 4, 3, 2, 0)",113
238,False,1.2670766381201626,3.3752966631810146,"(1, 5, 4, 3, 0, 2)",114
249,False,1.267076638120163,3.375296663181015,"(2, 0, 3, 4, 5, 1)",115
278,False,1.2681691184259196,3.375487917373187,"(2, 1, 4, 3, 0, 5)",116
359,False,1.2631241808849192,3.3754914132128806,"(2, 5, 4, 3, 1, 0)",117
9,False,1.2631241808849192,3.375491413212881,"(0, 1, 3, 4, 5, 2)",118
16,False,1.2641962914706601,3.375555677055437,"(0, 1, 4, 5, 2, 3)",119
134,False,1.2654837402313268,3.3761320865498767,"(1, 0, 4, 3, 2, 5)",120
72,False,1.2627563854254589,3.376465329964803,"(0, 4, 1, 2, 3, 5)",121
159,False,1.2680577109169096,3.3768868200236257,"(1, 2, 4, 3, 5, 0)",122
113,False,1.26805771091691,3.3768868200236257,"(0, 5, 3, 4, 2, 1)",123
