,is_well_nested,ms,ee,perm,i
0,True,0.3378544840284048,1.9585097789583514,"(0, 1, 2, 3, 4, 5)",0
120,True,0.3400824677603725,1.960640473129966,"(1, 0, 2, 3, 4, 5)",1
1,False,0.34029625645776573,1.9607041009866732,"(0, 1, 2, 3, 5, 4)",2
24,False,0.3406721774398653,1.9627322412973893,"(0, 2, 1, 3, 4, 5)",3
144,False,0.3416241567558683,1.9627388043496035,"(1, 2, 0, 3, 4, 5)",4
121,False,0.34230632006651046,1.962834795158288,"(1, 0, 2, 3, 5, 4)",5
2,True,0.34083634458080436,1.9629437820721765,"(0, 1, 2, 4, 3, 5)",6
4,True,0.34209147145211044,1.9629521850547418,"(0, 1, 2, 5, 3, 4)",7
6,False,0.3410006352824864,1.9629812760319865,"(0, 1, 3, 2, 4, 5)",8
264,True,0.34147588167172466,1.9630141405429282,"(2, 1, 0, 3, 4, 5)",9
5,True,0.3418381645949523,1.9630150177139467,"(0, 1, 2, 5, 4, 3)",10
150,False,0.3427213621678672,1.9648107374967687,"(1, 2, 3, 0, 4, 5)",11
25,False,0.3422391611760175,1.9649265633257114,"(0, 2, 1, 3, 5, 4)",12
145,False,0.343405573975546,1.964933126377926,"(1, 2, 0, 3, 5, 4)",13
122,True,0.342191487993612,1.965074476243791,"(1, 0, 2, 4, 3, 5)",14
124,True,0.3436749800917054,1.9650828792263566,"(1, 0, 2, 5, 3, 4)",15
270,False,0.34285077187219937,1.965086073690093,"(2, 1, 3, 0, 4, 5)",16
126,False,0.3424546156091315,1.965111970203601,"(1, 0, 3, 2, 4, 5)",17
240,True,0.3420720776533998,1.965138271662329,"(2, 0, 1, 3, 4, 5)",18
125,True,0.343527591552469,1.9651457118855615,"(1, 0, 2, 5, 4, 3)",19
23,False,0.3424892023063607,1.9651482901877417,"(0, 1, 5, 4, 3, 2)",20
305,False,0.3424892023063607,1.965148290187742,"(2, 3, 4, 5, 1, 0)",21
18,False,0.34327293043882584,1.9651640612701775,"(0, 1, 5, 2, 3, 4)",22
7,False,0.3427162655386735,1.9651755980603087,"(0, 1, 3, 2, 5, 4)",23
3,False,0.3423279790619377,1.9652009367597039,"(0, 1, 2, 4, 5, 3)",24
265,False,0.343359259894027,1.9652084625712505,"(2, 1, 0, 3, 5, 4)",25
19,False,0.34333483931404657,1.9652268939293824,"(0, 1, 5, 2, 4, 3)",26
22,False,0.34345385289911257,1.9652399380458097,"(0, 1, 5, 4, 2, 3)",27
294,False,0.3431417790551643,1.965340322071433,"(2, 3, 1, 0, 4, 5)",28
119,False,0.3421686846395499,1.9665351062221519,"(0, 5, 4, 3, 2, 1)",29
153,False,0.34216868463954997,1.966535106222152,"(1, 2, 3, 4, 5, 0)",30
152,False,0.3430129941173492,1.9667756297576318,"(1, 2, 3, 4, 0, 5)",31
118,False,0.3434208238668486,1.9668104424154766,"(0, 5, 4, 3, 1, 2)",32
273,False,0.3434208238668486,1.9668104424154766,"(2, 1, 3, 4, 5, 0)",33
151,False,0.34449983086893504,1.967005059525091,"(1, 2, 3, 0, 5, 4)",34
272,False,0.3439346889095053,1.9670509659509563,"(2, 1, 3, 4, 0, 5)",35
297,False,0.3439487557102706,1.9670646907968161,"(2, 3, 1, 4, 5, 0)",36
115,False,0.3439487557102707,1.9670646907968163,"(0, 5, 4, 1, 3, 2)",37
